nama_tempat_wisata,link,latitude,longitude,rating,jumlah_rating,kategori
Panorama Bukit Bintang,https://www.google.com/maps/place/Panorama+Bukit+Bintang/data=!4m7!3m6!1s0x2e69d991c8d85467:0xdbe4bf97f805a980!8m2!3d-6.6056628!4d106.6137532!16s%2Fg%2F11f6yw8_x4!19sChIJZ1TYyJHZaS4RgKkF-Je_5Ns?authuser=0&hl=id&rclk=1,-6.6056628,106.6137532,4.1,606.0,Alam
Wisata Bukit Cianten,https://www.google.com/maps/place/Wisata+Bukit+Cianten/data=!4m7!3m6!1s0x2e69d75d51d5bb07:0x48d126b25aeb7081!8m2!3d-6.7070066!4d106.6099515!16s%2Fg%2F11h2fn5s1n!19sChIJB7vVUV3XaS4RgXDrWrIm0Ug?authuser=0&hl=id&rclk=1,-6.7070066,106.6099515,4.4,431.0,Alam
Alun-Alun Kecamatan Leuwiliang,https://www.google.com/maps/place/Alun-Alun+Kecamatan+Leuwiliang/data=!4m7!3m6!1s0x2e69dbb4ef2d4959:0x9d1ba89c9bc52d96!8m2!3d-6.576828!4d106.635948!16s%2Fg%2F11pkx09wxr!19sChIJWUkt77TbaS4Rli3Fm5yoG50?authuser=0&hl=id&rclk=1,-6.576828,106.635948,4.5,466.0,Umum
Pabangbon Camping Ground,https://www.google.com/maps/place/Pabangbon+Camping+Ground/data=!4m7!3m6!1s0x2e69d9cb93704b77:0xc9d0569ba24f7f80!8m2!3d-6.6192021!4d106.5862538!16s%2Fg%2F11d_d29fzk!19sChIJd0twk8vZaS4RgH9PoptW0Mk?authuser=0&hl=id&rclk=1,-6.6192021,106.5862538,4.3,708.0,Rekreasi
Curug Dengdeng,https://www.google.com/maps/place/Curug+Dengdeng/data=!4m7!3m6!1s0x2e69debed78aa251:0x407523ed402462d9!8m2!3d-6.5366217!4d106.6065085!16s%2Fg%2F11c2kv4mcs!19sChIJUaKK177eaS4R2WIkQO0jdUA?authuser=0&hl=id&rclk=1,-6.5366217,106.6065085,4.2,305.0,Alam
Bukit Panorama Gunung Salak Endah,https://www.google.com/maps/place/Bukit+Panorama+Gunung+Salak+Endah/data=!4m7!3m6!1s0x2e69d10bd1403b0f:0x8f63c0f71bd14a88!8m2!3d-6.6896996!4d106.6729938!16s%2Fg%2F11bw83cd1w!19sChIJDztA0QvRaS4RiErRG_fAY48?authuser=0&hl=id&rclk=1,-6.6896996,106.6729938,4.4,259.0,Alam
Kolam Renang Sindang Gendis,https://www.google.com/maps/place/Kolam+Renang+Sindang+Gendis/data=!4m7!3m6!1s0x2e69db2594727ba9:0xc6ddb980e8118c29!8m2!3d-6.5856853!4d106.6603466!16s%2Fg%2F11hz9qgh77!19sChIJqXtylCXbaS4RKYwR6IC53cY?authuser=0&hl=id&rclk=1,-6.5856853,106.6603466,4.3,544.0,Rekreasi
Kawasan Wisata Cikaret (Kawaci Park),https://www.google.com/maps/place/Kawasan+Wisata+Cikaret+%28Kawaci+Park%29/data=!4m7!3m6!1s0x2e69d78f94871399:0x4349a3e1d51b0f23!8m2!3d-6.6450105!4d106.5690572!16s%2Fg%2F11f29lwhch!19sChIJmROHlI_XaS4RIw8b1eGjSUM?authuser=0&hl=id&rclk=1,-6.6450105,106.5690572,4.3,180.0,Alam
RUMAH WISATA PAKIS ASRI,https://www.google.com/maps/place/RUMAH+WISATA+PAKIS+ASRI/data=!4m7!3m6!1s0x2e69d81923eb2743:0xf0d7a12aadf303b3!8m2!3d-6.694382!4d106.6904084!16s%2Fg%2F11b774c16h!19sChIJQyfrIxnYaS4RswPzrSqh1_A?authuser=0&hl=id&rclk=1,-6.694382,106.6904084,4.4,242.0,Umum
Curug Love Nanggung,https://www.google.com/maps/place/Curug+Love+Nanggung/data=!4m7!3m6!1s0x2e69d7e6f5e15e9b:0xbf589179b0a6a785!8m2!3d-6.6367481!4d106.5629632!16s%2Fg%2F11f75z1_m3!19sChIJm17h9ebXaS4RhaemsHmRWL8?authuser=0&hl=id&rclk=1,-6.6367481,106.5629632,4.3,571.0,Alam
Lido Adventure Park,https://www.google.com/maps/place/Lido+Adventure+Park/data=!4m7!3m6!1s0x2e69cd352470b7d5:0xfa32356c052b4915!8m2!3d-6.7457915!4d106.8095212!16s%2Fg%2F11m25mr2_r!19sChIJ1bdwJDXNaS4RFUkrBWw1Mvo?authuser=0&hl=id&rclk=1,-6.7457915,106.8095212,4.3,123.0,Alam
Desa Wisata Wates Jaya,https://www.google.com/maps/place/Desa+Wisata+Wates+Jaya/data=!4m7!3m6!1s0x2e69cb8c639e2eb5:0x262d3029e53d9400!8m2!3d-6.763018!4d106.8367342!16s%2Fg%2F11jk7wfx37!19sChIJtS6eY4zLaS4RAJQ95SkwLSY?authuser=0&hl=id&rclk=1,-6.763018,106.8367342,4.4,117.0,Umum
Bumi Perkemahan Suaka Elang,https://www.google.com/maps/place/Bumi+Perkemahan+Suaka+Elang/data=!4m7!3m6!1s0x2e69cc306f00401b:0x279fc88e7166395b!8m2!3d-6.7185257!4d106.7694943!16s%2Fg%2F11cjp8cjyw!19sChIJG0AAbzDMaS4RWzlmcY7Inyc?authuser=0&hl=id&rclk=1,-6.7185257,106.7694943,4.2,1004.0,Umum
Curug Cisadane,https://www.google.com/maps/place/Curug+Cisadane/data=!4m7!3m6!1s0x2e69cba37c74c261:0x1ec7bf49c08fa84e!8m2!3d-6.7784549!4d106.8801475!16s%2Fg%2F11g1mg6s3k!19sChIJYcJ0fKPLaS4RTqiPwEm_xx4?authuser=0&hl=id&rclk=1,-6.7784549,106.8801475,4.7,155.0,Alam
Kampoeng Bamboe,https://www.google.com/maps/place/Kampoeng+Bamboe/data=!4m7!3m6!1s0x2e69cc64f8592397:0xebe04b738bbfd078!8m2!3d-6.7211372!4d106.7979844!16s%2Fg%2F1tgw2g6w!19sChIJlyNZ-GTMaS4ReNC_i3NL4Os?authuser=0&hl=id&rclk=1,-6.7211372,106.7979844,4.4,815.0,Budaya
Lenirra Glamping,https://www.google.com/maps/place/Lenirra+Glamping/data=!4m7!3m6!1s0x2e69cf09255c9983:0x2b24d9bee4d54182!8m2!3d-6.7106341!4d106.7920638!16s%2Fg%2F11sd_cr0rb!19sChIJg5lcJQnPaS4RgkHV5L7ZJCs?authuser=0&hl=id&rclk=1,-6.7106341,106.7920638,4.4,146.0,Alam
Cicurug Waterland,https://www.google.com/maps/place/Cicurug+Waterland/data=!4m7!3m6!1s0x2e69cc9426d7fce3:0xfa275b0b9ec5c37b!8m2!3d-6.7690764!4d106.8000799!16s%2Fg%2F11bymybcgm!19sChIJ4_zXJpTMaS4Re8PFngtbJ_o?authuser=0&hl=id&rclk=1,-6.7690764,106.8000799,4.1,694.0,Alam
Curug Citaman,https://www.google.com/maps/place/Curug+Citaman/data=!4m7!3m6!1s0x2e69cdb8a6aaa489:0x845a7efd6332157!8m2!3d-6.733111!4d106.7540532!16s%2Fg%2F11d_wmzby_!19sChIJiaSqprjNaS4RVyEz1u-nRQg?authuser=0&hl=id&rclk=1,-6.733111,106.7540532,4.5,227.0,Alam
Rumah Makan Terapung Pi-Nadar Lido,https://www.google.com/maps/place/Rumah+Makan+Terapung+Pi-Nadar+Lido/data=!4m7!3m6!1s0x2e69c95086b2ae9d:0x677c650f4ab5a0f3!8m2!3d-6.7412405!4d106.8125172!16s%2Fg%2F1ptzn3nk7!19sChIJna6yhlDJaS4R86C1Sg9lfGc?authuser=0&hl=id&rclk=1,-6.7412405,106.8125172,4.1,2004.0,Umum
Bodogol Eduventure Villa,https://www.google.com/maps/place/Bodogol+Eduventure+Villa/data=!4m7!3m6!1s0x2e69cb498006c5a9:0x4f73efa0e40385eb!8m2!3d-6.7692352!4d106.8352275!16s%2Fg%2F11jzgwmj12!19sChIJqcUGgEnLaS4R64UD5KDvc08?authuser=0&hl=id&rclk=1,-6.7692352,106.8352275,4.9,111.0,Rekreasi
Bukit Alesano,https://www.google.com/maps/place/Bukit+Alesano/data=!4m7!3m6!1s0x2e69ce7ff8bf3745:0x189a51db3c899c61!8m2!3d-6.7074452!4d106.7770772!16s%2Fg%2F11g7yctbkp!19sChIJRTe_-H_OaS4RYZyJPNtRmhg?authuser=0&hl=id&rclk=1,-6.7074452,106.7770772,4.0,946.0,Alam
Lido Lake Resort by MNC Hotel,https://www.google.com/maps/place/Lido+Lake+Resort+by+MNC+Hotel/data=!4m7!3m6!1s0x2e69f4304a0a97d1:0x4f2bcc2012a335f9!8m2!3d-6.7451088!4d106.8076113!16s%2Fg%2F1tlr2bxv!19sChIJ0ZcKSjD0aS4R-TWjEiDMK08?authuser=0&hl=id&rclk=1,-6.7451088,106.8076113,4.5,4881.0,Alam
Villa De Quinta bogor,https://www.google.com/maps/place/Villa+De+Quinta+bogor/data=!4m7!3m6!1s0x2e69cc1a1606f77f:0x154fefb77021a809!8m2!3d-6.720036!4d106.8006626!16s%2Fg%2F11clyt9cq_!19sChIJf_cGFhrMaS4RCaghcLfvTxU?authuser=0&hl=id&rclk=1,-6.720036,106.8006626,4.6,125.0,Rekreasi
Pasar Cigombong,https://www.google.com/maps/place/Pasar+Cigombong/data=!4m7!3m6!1s0x2e69cd2a80d679ed:0x2b334b4a109e9a49!8m2!3d-6.7478123!4d106.798032!16s%2Fg%2F11sm7015t2!19sChIJ7XnWgCrNaS4RSZqeEEpLMys?authuser=0&hl=id&rclk=1,-6.7478123,106.798032,4.5,419.0,Umum
Taman Fathan Alesano,https://www.google.com/maps/place/Taman+Fathan+Alesano/data=!4m7!3m6!1s0x2e69cf2fa342e151:0xf7304e80f6ebd273!8m2!3d-6.705352!4d106.7793119!16s%2Fg%2F11llcvyw0c!19sChIJUeFCoy_PaS4Rc9Lr9oBOMPc?authuser=0&hl=id&rclk=1,-6.705352,106.7793119,4.4,689.0,Alam
Kebun Durian Warso Farm,https://www.google.com/maps/place/Kebun+Durian+Warso+Farm/data=!4m7!3m6!1s0x2e69ceeb2a8151c5:0xded51ce05318290b!8m2!3d-6.6902121!4d106.7911815!16s%2Fg%2F11b66smtbx!19sChIJxVGBKuvOaS4RCykYU-Ac1d4?authuser=0&hl=id&rclk=1,-6.6902121,106.7911815,4.3,8767.0,Rekreasi
Hidden Dragon,https://www.google.com/maps/place/Hidden+Dragon/data=!4m7!3m6!1s0x2e42759565abca4b:0xdd809e2e3ae5dc37!8m2!3d-6.5194285!4d106.5161767!16s%2Fg%2F11rzfq64xr!19sChIJS8qrZZV1Qi4RN9zlOi6egN0?authuser=0&hl=id&rclk=1,-6.5194285,106.5161767,4.6,358.0,Umum
Kebun Teh Cirangsad,https://www.google.com/maps/place/Kebun+Teh+Cirangsad/data=!4m7!3m6!1s0x2e69dfbfffffffff:0x3c90e7dee3055d72!8m2!3d-6.5300646!4d106.5562879!16s%2Fg%2F11bttrp5zm!19sChIJ_____7_faS4Rcl0F497nkDw?authuser=0&hl=id&rclk=1,-6.5300646,106.5562879,4.4,549.0,Alam
Danau Jayamix Rumpin,https://www.google.com/maps/place/Danau+Jayamix+Rumpin/data=!4m7!3m6!1s0x2e69e092654f0479:0xfb88360403207df3!8m2!3d-6.4533386!4d106.5945385!16s%2Fg%2F11clsdbgg4!19sChIJeQRPZZLgaS4R830gAwQ2iPs?authuser=0&hl=id&rclk=1,-6.4533386,106.5945385,4.0,265.0,Alam
Gua Gudawang,https://www.google.com/maps/place/Gua+Gudawang/data=!4m7!3m6!1s0x2e420ab8b1b4133f:0x63c85c8c76386565!8m2!3d-6.4585194!4d106.5121188!16s%2Fg%2F11b7jlq8zj!19sChIJPxO0sbgKQi4RZWU4doxcyGM?authuser=0&hl=id&rclk=1,-6.4585194,106.5121188,4.2,446.0,Umum
Setu Cigudeg,https://www.google.com/maps/place/Setu+Cigudeg/data=!4m7!3m6!1s0x2e69df3feb88efa7:0xcc4e318d9878d075!8m2!3d-6.5522319!4d106.5364799!16s%2Fg%2F11fs_ndsny!19sChIJp--I6z_faS4RddB4mI0xTsw?authuser=0&hl=id&rclk=1,-6.5522319,106.5364799,4.5,461.0,Umum
Hotel tirta alam,https://www.google.com/maps/place/Hotel+tirta+alam/data=!4m7!3m6!1s0x2e69e1cdc95fd155:0x881079fb303a8de5!8m2!3d-6.4807883!4d106.5088355!16s%2Fg%2F11c12zp601!19sChIJVdFfyc3haS4R5Y06MPt5EIg?authuser=0&hl=id&rclk=1,-6.4807883,106.5088355,4.1,1308.0,Umum
Wisata alam gunung dago,https://www.google.com/maps/place/Wisata+alam+gunung+dago/data=!4m7!3m6!1s0x2e69e1117f7ad37b:0x1cc348e36e114c87!8m2!3d-6.388983!4d106.5816499!16s%2Fg%2F11spjkdbqr!19sChIJe9N6fxHhaS4Rh0wRbuNIwxw?authuser=0&hl=id&rclk=1,-6.388983,106.5816499,4.5,1126.0,Alam
Curug Rahong Cijambe,https://www.google.com/maps/place/Curug+Rahong+Cijambe/data=!4m7!3m6!1s0x2e69de1c392074fd:0xccc433526ffdfe2d!8m2!3d-6.4739251!4d106.6118164!16s%2Fg%2F11g01_xhf4!19sChIJ_XQgORzeaS4RLf79b1IzxMw?authuser=0&hl=id&rclk=1,-6.4739251,106.6118164,4.2,185.0,Alam
Kolam Renang Tirta Gunung Sewu Cigudeg,https://www.google.com/maps/place/Kolam+Renang+Tirta+Gunung+Sewu+Cigudeg/data=!4m7!3m6!1s0x2e69dfdf51e8ae95:0xad7653ae1b64fd61!8m2!3d-6.5405518!4d106.5358931!16s%2Fg%2F11gyw3xd6q!19sChIJla7oUd_faS4RYf1kG65Tdq0?authuser=0&hl=id&rclk=1,-6.5405518,106.5358931,4.3,202.0,Alam
Curug Pangleseran,https://www.google.com/maps/place/Curug+Pangleseran/data=!4m7!3m6!1s0x2e69df79f976594b:0x9d285ae56f631f47!8m2!3d-6.4763619!4d106.5767689!16s%2Fg%2F11k6wlwyvb!19sChIJS1l2-XnfaS4RRx9jb-VaKJ0?authuser=0&hl=id&rclk=1,-6.4763619,106.5767689,4.4,141.0,Alam
Situs Gunung Munara,https://www.google.com/maps/place/Situs+Gunung+Munara/data=!4m7!3m6!1s0x2e69e74b648f6b03:0x69f2496781b97d7d!8m2!3d-6.4537291!4d106.6311862!16s%2Fg%2F11by_qg38h!19sChIJA2uPZEvnaS4RfX25gWdJ8mk?authuser=0&hl=id&rclk=1,-6.4537291,106.6311862,4.4,336.0,Alam
Situ Pasir Maung,https://www.google.com/maps/place/Situ+Pasir+Maung/data=!4m7!3m6!1s0x2e69e1afb306478d:0xcc4115c1ee83591a!8m2!3d-6.4097702!4d106.5867735!16s%2Fg%2F11nxrlxp_p!19sChIJjUcGs6_haS4RGlmD7sEVQcw?authuser=0&hl=id&rclk=1,-6.4097702,106.5867735,4.3,185.0,Alam
Taman Wisata Bukit Munara,https://www.google.com/maps/place/Taman+Wisata+Bukit+Munara/data=!4m7!3m6!1s0x2e69e70d030e1e63:0x74e5ee9a85081bea!8m2!3d-6.4585971!4d106.6342275!16s%2Fg%2F11llgj_xzc!19sChIJYx4OAw3naS4R6hsIhZru5XQ?authuser=0&hl=id&rclk=1,-6.4585971,106.6342275,4.0,296.0,Alam
Taman Wisata Gunung Panjang Tumaritis,https://www.google.com/maps/place/Taman+Wisata+Gunung+Panjang+Tumaritis/data=!4m7!3m6!1s0x2e69e7b40fafc413:0x2db554ddff854352!8m2!3d-6.4306845!4d106.6945752!16s%2Fg%2F11bwhb395t!19sChIJE8SvD7TnaS4RUkOF_91UtS0?authuser=0&hl=id&rclk=1,-6.4306845,106.6945752,4.0,169.0,Alam
Wisata Situ Cinangsi,https://www.google.com/maps/place/Wisata+Situ+Cinangsi/data=!4m7!3m6!1s0x2e69e32e2a4ae53d:0x446576bb7d37d944!8m2!3d-6.3643314!4d106.5840246!16s%2Fg%2F11mx3l_n1n!19sChIJPeVKKi7jaS4RRNk3fbt2ZUQ?authuser=0&hl=id&rclk=1,-6.3643314,106.5840246,4.2,167.0,Alam
Situ Ciputih Cisawang Endah,https://www.google.com/maps/place/Situ+Ciputih+Cisawang+Endah/data=!4m7!3m6!1s0x2e69e4413673ff23:0xc21337552d942a6f!8m2!3d-6.3630339!4d106.6569793!16s%2Fg%2F11hbhhtww0!19sChIJI_9zNkHkaS4RbyqULVU3E8I?authuser=0&hl=id&rclk=1,-6.3630339,106.6569793,4.5,1053.0,Alam
Panorama Hjp Land ( Wisata Pasiran Tengah),https://www.google.com/maps/place/Panorama+Hjp+Land+%28+Wisata+Pasiran+Tengah%29/data=!4m7!3m6!1s0x2e69cf5e50319183:0xacbd76b55c6017f5!8m2!3d-6.6706844!4d106.7600928!16s%2Fg%2F11s5576p80!19sChIJg5ExUF7PaS4R9RdgXLV2vaw?authuser=0&hl=id&rclk=1,-6.6706844,106.7600928,4.7,368.0,Umum
Curug Putri Pelangi,https://www.google.com/maps/place/Curug+Putri+Pelangi/data=!4m7!3m6!1s0x2e69cef6a5180b1b:0xa360f615def5f1fe!8m2!3d-6.683691!4d106.7754666!16s%2Fg%2F11g71v75l_!19sChIJGwsYpfbOaS4R_vH13hX2YKM?authuser=0&hl=id&rclk=1,-6.683691,106.7754666,4.3,744.0,Alam
Demang FunPark,https://www.google.com/maps/place/Demang+FunPark/data=!4m7!3m6!1s0x2e69ce943a2696ef:0xcd376ade0804771d!8m2!3d-6.6947256!4d106.7901904!16s%2Fg%2F11f57fn7s_!19sChIJ75YmOpTOaS4RHXcECN5qN80?authuser=0&hl=id&rclk=1,-6.6947256,106.7901904,4.5,338.0,Umum
Balakosa Mountain Adventure,https://www.google.com/maps/place/Balakosa+Mountain+Adventure/data=!4m7!3m6!1s0x2e69cf615861b57f:0xb8761fe073bc6e14!8m2!3d-6.6873347!4d106.7721094!16s%2Fg%2F11rx36lcbf!19sChIJf7VhWGHPaS4RFG68c-Afdrg?authuser=0&hl=id&rclk=1,-6.6873347,106.7721094,4.7,474.0,Alam
Cijulang Gajah Putih,https://www.google.com/maps/place/Cijulang+Gajah+Putih/data=!4m7!3m6!1s0x2e69cf02755ecb33:0xc25f10ea68e6b4ff!8m2!3d-6.6701585!4d106.7781484!16s%2Fg%2F11f358sl3s!19sChIJM8tedQLPaS4R_7TmaOoQX8I?authuser=0&hl=id&rclk=1,-6.6701585,106.7781484,4.3,110.0,Umum
Kedai D'Bago Bogor,https://www.google.com/maps/place/Kedai+D%27Bago+Bogor/data=!4m7!3m6!1s0x2e69cf432fd8613b:0x8b020ff842c6dff6!8m2!3d-6.7088875!4d106.7842432!16s%2Fg%2F11r7q29xfs!19sChIJO2HYL0PPaS4R9t_GQvgPAos?authuser=0&hl=id&rclk=1,-6.7088875,106.7842432,4.5,671.0,Umum
"Camp Ground Lembah Salak, Curug Putri Pelangi","https://www.google.com/maps/place/Camp+Ground+Lembah+Salak,+Curug+Putri+Pelangi/data=!4m7!3m6!1s0x2e69cfce7048ac8f:0x134b56d406b996de!8m2!3d-6.68348!4d106.774933!16s%2Fg%2F11fmh6ykcr!19sChIJj6xIcM7PaS4R3pa5BtRWSxM?authuser=0&hl=id&rclk=1",-6.68348,106.774933,4.7,317.0,Alam
Cihideung Gravity Park,https://www.google.com/maps/place/Cihideung+Gravity+Park/data=!4m7!3m6!1s0x2e69ceed9a89d1f5:0x703319aeed7e09c8!8m2!3d-6.6873733!4d106.7836198!16s%2Fg%2F11bttj0_q7!19sChIJ9dGJmu3OaS4RyAl-7a4ZM3A?authuser=0&hl=id&rclk=1,-6.6873733,106.7836198,4.3,137.0,Alam
Camping Ground Bukit Gajah,https://www.google.com/maps/place/Camping+Ground+Bukit+Gajah/data=!4m7!3m6!1s0x2e69cf5a2cc09205:0xff88c1b4edbaf335!8m2!3d-6.671761!4d106.774021!16s%2Fg%2F11s16963xr!19sChIJBZLALFrPaS4RNfO67bTBiP8?authuser=0&hl=id&rclk=1,-6.671761,106.774021,4.7,311.0,Rekreasi
Cottage Rd,https://www.google.com/maps/place/Cottage+Rd/data=!4m7!3m6!1s0x2e69cfa65bcb8dc7:0xa3be48512df6ce29!8m2!3d-6.6864216!4d106.7758317!16s%2Fg%2F11ny4clnp3!19sChIJx43LW6bPaS4RKc72LVFIvqM?authuser=0&hl=id&rclk=1,-6.6864216,106.7758317,4.1,138.0,Umum
Bukit Alesano Campground,https://www.google.com/maps/place/Bukit+Alesano+Campground/data=!4m7!3m6!1s0x2e69ce8392acd679:0x518426f069df69d8!8m2!3d-6.7070283!4d106.7783842!16s%2Fg%2F11c0xqgyr6!19sChIJedaskoPOaS4R2GnfafAmhFE?authuser=0&hl=id&rclk=1,-6.7070283,106.7783842,4.1,688.0,Alam
Hopeland Camp,https://www.google.com/maps/place/Hopeland+Camp/data=!4m7!3m6!1s0x2e69cfabac340527:0x330e81f8bd1d301a!8m2!3d-6.698904!4d106.770621!16s%2Fg%2F11pbc1dgrg!19sChIJJwU0rKvPaS4RGjAdvfiBDjM?authuser=0&hl=id&rclk=1,-6.698904,106.770621,4.8,228.0,Umum
Saung keluarga sendisila,https://www.google.com/maps/place/Saung+keluarga+sendisila/data=!4m7!3m6!1s0x2e69cf321f2e7917:0xb38b5be7382cdd2d!8m2!3d-6.6861186!4d106.7773418!16s%2Fg%2F11hz0t88wd!19sChIJF3kuHzLPaS4RLd0sOOdbi7M?authuser=0&hl=id&rclk=1,-6.6861186,106.7773418,4.8,140.0,Rekreasi
Saung Eling,https://www.google.com/maps/place/Saung+Eling/data=!4m7!3m6!1s0x2e69cf72ccdeb2ed:0x9a612e071d317655!8m2!3d-6.6554174!4d106.783471!16s%2Fg%2F11jvgnznwy!19sChIJ7bLezHLPaS4RVXYxHQcuYZo?authuser=0&hl=id&rclk=1,-6.6554174,106.783471,4.6,316.0,Umum
AuntyLa Camp,https://www.google.com/maps/place/AuntyLa+Camp/data=!4m7!3m6!1s0x2e69cf17ea152247:0x11c3c1d25e2f15c1!8m2!3d-6.6878077!4d106.7676334!16s%2Fg%2F11rd8qfsln!19sChIJRyIV6hfPaS4RwRUvXtLBwxE?authuser=0&hl=id&rclk=1,-6.6878077,106.7676334,4.7,212.0,Umum
Kolam Renang Batu Aseupan,https://www.google.com/maps/place/Kolam+Renang+Batu+Aseupan/data=!4m7!3m6!1s0x2e69cf6082f0d3e1:0x24f42c1df3e6cb4a!8m2!3d-6.668104!4d106.7639228!16s%2Fg%2F11fpjwc9vd!19sChIJ4dPwgmDPaS4RSsvm8x0s9CQ?authuser=0&hl=id&rclk=1,-6.668104,106.7639228,4.3,492.0,Rekreasi
Situ Cijeruk PAJADA,https://www.google.com/maps/place/Situ+Cijeruk+PAJADA/data=!4m7!3m6!1s0x2e684975b19ddce1:0xb4764c572e5c85bf!8m2!3d-6.8870417!4d106.9619882!16s%2Fg%2F11f5dtkfvy!19sChIJ4dydsXVJaC4Rv4VcLldMdrQ?authuser=0&hl=id&rclk=1,-6.8870417,106.9619882,4.5,249.0,Alam
D'rajih Nature Camp,https://www.google.com/maps/place/D%27rajih+Nature+Camp/data=!4m7!3m6!1s0x2e69cfef1f029f1f:0x3345b08de11e8572!8m2!3d-6.6880317!4d106.7677163!16s%2Fg%2F11vzb8k6dl!19sChIJH58CH-_PaS4RcoUe4Y2wRTM?authuser=0&hl=id&rclk=1,-6.6880317,106.7677163,4.4,336.0,Alam
Alang Alang Nature Camp,https://www.google.com/maps/place/Alang+Alang+Nature+Camp/data=!4m7!3m6!1s0x2e69cf005465bf31:0x4e89804146ff6211!8m2!3d-6.6686711!4d106.7722627!16s%2Fg%2F11csqzk_xq!19sChIJMb9lVADPaS4REWL_RkGAiU4?authuser=0&hl=id&rclk=1,-6.6686711,106.7722627,4.4,227.0,Alam
"AKI KOE-EN. Villa, Restaurant & Cafe.","https://www.google.com/maps/place/AKI+KOE-EN.+Villa,+Restaurant+%26+Cafe./data=!4m7!3m6!1s0x2e69cd3f71500099:0xaf45a44bfe6782e6!8m2!3d-6.7145869!4d106.7836171!16s%2Fg%2F11kc8hn_vc!19sChIJmQBQcT_NaS4R5oJn_kukRa8?authuser=0&hl=id&rclk=1",-6.7145869,106.7836171,4.5,1072.0,Rekreasi
5G Resort Cijeruk,https://www.google.com/maps/place/5G+Resort+Cijeruk/data=!4m7!3m6!1s0x2e69cf59b238b5ed:0x9badbd64528d25aa!8m2!3d-6.7060803!4d106.8014801!16s%2Fg%2F11nmrn92ft!19sChIJ7bU4slnPaS4RqiWNUmS9rZs?authuser=0&hl=id&rclk=1,-6.7060803,106.8014801,4.5,2587.0,Rekreasi
Titik Nol Adventure Camp Bogor,https://www.google.com/maps/place/Titik+Nol+Adventure+Camp+Bogor/data=!4m7!3m6!1s0x2e69cfa205e72e39:0xdd5da78cee1a912a!8m2!3d-6.6760975!4d106.7848634!16s%2Fg%2F11h2g1f574!19sChIJOS7nBaLPaS4RKpEa7oynXd0?authuser=0&hl=id&rclk=1,-6.6760975,106.7848634,4.7,387.0,Umum
Pemancingan Nila Kongsi - KMF,https://www.google.com/maps/place/Pemancingan+Nila+Kongsi+-+KMF/data=!4m7!3m6!1s0x2e69cee7f1cdff17:0xbf7baa343fc0b2d8!8m2!3d-6.6793454!4d106.7933113!16s%2Fg%2F11cltgtwgm!19sChIJF__N8efOaS4R2LLAPzSqe78?authuser=0&hl=id&rclk=1,-6.6793454,106.7933113,4.5,204.0,Umum
Gajog Hill Camp,https://www.google.com/maps/place/Gajog+Hill+Camp/data=!4m7!3m6!1s0x2e69cf9e7247257f:0xa2e0c5f8a7a8c234!8m2!3d-6.6852764!4d106.7725913!16s%2Fg%2F11py_p42yd!19sChIJfyVHcp7PaS4RNMKop_jF4KI?authuser=0&hl=id&rclk=1,-6.6852764,106.7725913,4.8,372.0,Alam
Bukit Panorama,https://www.google.com/maps/place/Bukit+Panorama/data=!4m7!3m6!1s0x2e69cf4566653fd1:0x46aa4ef6fa87ce8b!8m2!3d-6.639894!4d106.8049485!16s%2Fg%2F11b8v9xf2_!19sChIJ0T9lZkXPaS4Ri86H-vZOqkY?authuser=0&hl=id&rclk=1,-6.639894,106.8049485,4.5,264.0,Alam
Kampung Halaman Villas,https://www.google.com/maps/place/Kampung+Halaman+Villas/data=!4m7!3m6!1s0x2e69cedbbe3b772b:0xa6b2e64732e96897!8m2!3d-6.6759721!4d106.8016706!16s%2Fg%2F11c5_zpt3g!19sChIJK3c7vtvOaS4Rl2jpMkfmsqY?authuser=0&hl=id&rclk=1,-6.6759721,106.8016706,4.6,626.0,Rekreasi
Lenirra Villa and Resto,https://www.google.com/maps/place/Lenirra+Villa+and+Resto/data=!4m7!3m6!1s0x2e69cf836c4746f1:0xf143f4654b623627!8m2!3d-6.7096636!4d106.792765!16s%2Fg%2F11rcx88ww7!19sChIJ8UZHbIPPaS4RJzZiS2X0Q_E?authuser=0&hl=id&rclk=1,-6.7096636,106.792765,4.6,2028.0,Rekreasi
Raya Campground,https://www.google.com/maps/place/Raya+Campground/data=!4m7!3m6!1s0x2e69cf42ba54f5cd:0xb24de6d71526de46!8m2!3d-6.6858458!4d106.7694869!16s%2Fg%2F11txf4xyhv!19sChIJzfVUukLPaS4RRt4mFdfmTbI?authuser=0&hl=id&rclk=1,-6.6858458,106.7694869,4.9,107.0,Umum
Rumah Sutera Alam,https://www.google.com/maps/place/Rumah+Sutera+Alam/data=!4m7!3m6!1s0x2e69cf9605ba101d:0x8e71a4ac1eb664a!8m2!3d-6.6461877!4d106.7585049!16s%2Fg%2F1pzwdf3ym!19sChIJHRC6BZbPaS4RSmbrwUoa5wg?authuser=0&hl=id&rclk=1,-6.6461877,106.7585049,4.5,263.0,Alam
